iso_time,mcu_ms,seq,v_pack,v_pckp,cell1,cell2,i,i_avg,p,soc,cap_mah,full_mah,age,cycles,temp,die_temp,flow,chg_fet,dis_fet,full,ship,faulted,permfail,tte_s,ttf_s,status,prot_status,prot_alrt,nbatt_status
2026-08-14T04:03:10.921,2802553,11152,7.9159,7.3953,3.9597,3.9608,-0.0546,-0.0065,-0.217,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:11.419,2803053,11154,7.9159,7.3953,3.9597,3.9612,-0.0006,0.0,-0.003,77.4,8831,11400,115.9,0.0,22.8,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:11.917,2803553,11156,7.9228,7.3165,3.9597,3.9612,-0.0715,0.0,-0.284,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:12.416,2804053,11158,7.9228,7.3165,3.9599,3.9612,-0.0328,0.0,-0.131,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:12.915,2804553,11160,7.9228,7.3165,3.9599,3.9607,-0.0543,-0.0031,-0.216,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:13.413,2805053,11162,7.9168,7.8603,3.9599,3.9607,-0.0381,-0.0062,-0.152,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:13.911,2805553,11164,7.9168,7.8603,3.9596,3.9607,-0.0165,-0.0012,-0.065,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:14.410,2806053,11166,7.9168,7.8803,3.9596,3.961,-0.0359,-0.0021,-0.142,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:14.908,2806553,11168,7.9212,7.8803,3.9596,3.961,-0.0471,0.0,-0.187,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:15.407,2807053,11170,7.9212,7.8803,3.9582,3.961,-0.0512,-0.0034,-0.203,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:15.906,2807553,11172,7.9212,7.4121,3.9582,3.9601,-0.0503,-0.0031,-0.2,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:16.404,2808053,11174,7.9181,7.4121,3.9582,3.9601,-0.015,-0.004,-0.06,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:16.902,2808553,11176,7.9181,7.4121,3.9593,3.9603,-0.0159,0.0,-0.064,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:17.401,2809053,11178,7.9181,7.3359,3.9593,3.9603,-0.065,0.0,-0.257,77.4,8831,11400,115.9,0.0,22.8,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:17.900,2809553,11180,7.9181,7.3359,3.9582,3.9603,-0.0346,-0.0034,-0.137,77.4,8831,11400,115.9,0.0,22.8,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:18.399,2810053,11182,7.9181,7.3359,3.9582,3.961,-0.0515,-0.0034,-0.204,77.4,8831,11400,115.9,0.0,22.9,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:18.896,2810553,11184,7.9181,7.884,3.9582,3.961,-0.0175,-0.004,-0.07,77.4,8831,11400,115.9,0.0,22.9,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:19.395,2811053,11186,7.9181,7.884,3.9592,3.961,-0.014,-0.0009,-0.056,77.4,8831,11400,115.9,0.0,22.9,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:19.894,2811553,11188,7.9181,7.884,3.9592,3.9612,-0.0353,0.0,-0.14,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,True,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:20.393,2812053,11190,7.9218,7.5725,3.9592,3.9612,-0.0403,-0.0046,-0.16,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:20.892,2812553,11192,7.9218,7.5725,3.9592,3.9612,-0.0693,-0.0043,-0.275,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:21.390,2813053,11194,7.9218,7.4903,3.9592,3.9616,-0.0493,0.0,-0.196,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:21.888,2813553,11196,7.9168,7.4903,3.9592,3.9616,-0.0168,-0.004,-0.067,77.4,8831,11400,115.9,0.0,22.9,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:22.388,2814053,11198,7.9168,7.4903,3.9601,3.9616,-0.0534,0.0,-0.212,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:22.886,2814553,11200,7.9168,7.364,3.9601,3.9605,-0.0621,0.0,-0.246,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:23.385,2815053,11202,7.9181,7.364,3.9601,3.9605,-0.0531,-0.0031,-0.211,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:23.883,2815553,11204,7.9181,7.364,3.9607,3.9617,-0.0634,0.0,-0.252,77.4,8831,11400,115.9,0.0,22.9,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:24.381,2816053,11206,7.9181,7.8025,3.9607,3.9617,-0.0196,0.0,-0.078,77.4,8831,11400,115.9,0.0,22.9,24.5,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:24.881,2816553,11208,7.9175,7.8025,3.9597,3.9617,-0.0337,-0.0012,-0.134,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:25.379,2817053,11210,7.9175,7.8025,3.9597,3.9614,-0.0215,-0.0012,-0.086,77.4,8831,11400,115.9,0.0,22.9,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:25.878,2817553,11212,7.9175,7.6312,3.9597,3.9614,-0.05,0.0,-0.198,77.4,8831,11400,115.9,0.0,22.9,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:26.377,2818053,11214,7.9181,7.6312,3.959,3.9614,-0.0521,-0.005,-0.208,77.4,8831,11400,115.9,0.0,22.9,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:26.876,2818553,11216,7.9181,7.6312,3.959,3.9614,-0.0346,-0.0021,-0.137,77.4,8831,11400,115.9,0.0,22.9,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:27.374,2819053,11218,7.9168,7.4403,3.959,3.9614,-0.06,0.0,-0.238,77.4,8831,11400,115.9,0.0,22.9,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:27.872,2819553,11220,7.9168,7.4403,3.9603,3.9614,-0.0203,-0.0046,-0.081,77.4,8831,11400,115.9,0.0,22.9,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:28.372,2820053,11222,7.9168,7.3018,3.9603,3.9607,-0.055,-0.0053,-0.219,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:28.870,2820553,11224,7.9212,7.3018,3.9603,3.9607,-0.0506,-0.0031,-0.201,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:29.368,2821053,11226,7.9212,7.3018,3.9597,3.9607,-0.0296,-0.005,-0.118,77.4,8831,11400,115.9,0.0,22.9,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:29.867,2821553,11228,7.9212,7.655,3.9597,3.9607,-0.0581,-0.009,-0.23,77.4,8831,11400,115.9,0.0,22.9,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:30.366,2822053,11230,7.9121,7.655,3.9597,3.9607,-0.0331,-0.0021,-0.131,77.4,8831,11400,115.9,0.0,22.9,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:30.864,2822553,11232,7.9121,7.655,3.959,3.9601,-0.0312,0.0,-0.124,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:31.363,2823053,11234,7.9121,7.6356,3.959,3.9601,-0.0412,0.0,-0.164,77.4,8831,11400,115.9,0.0,22.9,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:31.862,2823553,11236,7.9143,7.6356,3.9597,3.9601,-0.0512,-0.0034,-0.203,77.4,8831,11400,115.9,0.0,22.9,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:32.360,2824053,11238,7.9143,7.6356,3.9597,3.9607,-0.0362,-0.0065,-0.144,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:32.859,2824553,11240,7.9143,7.7878,3.9597,3.9607,-0.0175,-0.0009,-0.07,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:33.358,2825053,11242,7.9203,7.7878,3.9588,3.9607,-0.0484,-0.0031,-0.192,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:33.857,2825553,11244,7.9203,7.7878,3.9588,3.961,-0.064,0.0,-0.254,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:34.355,2826053,11246,7.9153,7.304,3.9588,3.961,-0.0181,-0.0034,-0.072,77.4,8831,11400,115.9,0.0,22.9,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:34.854,2826553,11248,7.9153,7.304,3.9596,3.961,-0.0353,0.0,-0.14,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:35.352,2827053,11250,7.9153,7.304,3.9596,3.961,-0.0281,-0.0018,-0.112,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:35.851,2827553,11252,7.9218,7.5903,3.9596,3.961,-0.0343,-0.0021,-0.137,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:36.350,2828053,11254,7.9218,7.5903,3.9596,3.961,-0.0509,0.0,-0.203,77.4,8831,11400,115.9,0.0,22.8,24.8,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:36.848,2828553,11256,7.9218,7.5071,3.9596,3.961,-0.0515,-0.005,-0.204,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:37.347,2829053,11258,7.9196,7.5071,3.9596,3.961,-0.05,-0.0031,-0.198,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:37.845,2829553,11260,7.9196,7.5071,3.9597,3.961,-0.0178,-0.004,-0.072,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:38.345,2830053,11262,7.9196,7.3975,3.9597,3.961,-0.0471,0.0,-0.187,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:38.844,2830553,11264,7.9181,7.3975,3.9597,3.961,-0.0662,-0.004,-0.262,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:39.342,2831053,11266,7.9181,7.3975,3.9593,3.9621,-0.0181,-0.0056,-0.072,77.4,8831,11400,115.9,0.0,22.8,24.6,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:39.842,2831553,11268,7.9181,7.31,3.9593,3.9621,-0.0681,0.0,-0.27,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:40.340,2832053,11270,7.9159,7.31,3.9588,3.9621,-0.0378,-0.0053,-0.15,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:40.838,2832553,11272,7.9159,7.31,3.9588,3.9621,-0.0546,-0.0034,-0.217,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:41.336,2833053,11274,7.9212,7.7015,3.9588,3.9621,-0.0381,0.0,-0.152,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:41.835,2833553,11276,7.9212,7.7015,3.9601,3.9621,-0.0175,-0.0034,-0.07,77.4,8831,11400,115.9,0.0,22.8,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:42.334,2834053,11278,7.9212,7.7015,3.9601,3.961,-0.0346,0.0,-0.137,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:42.832,2834553,11280,7.9137,7.9025,3.9601,3.961,-0.0528,-0.0053,-0.209,77.4,8831,11400,115.9,0.0,22.9,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:43.332,2835053,11282,7.9137,7.9025,3.959,3.961,-0.0487,-0.0031,-0.193,77.4,8831,11400,115.9,0.0,22.9,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:43.830,2835553,11284,7.9137,7.4284,3.959,3.9621,-0.0484,-0.0031,-0.192,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:44.328,2836053,11286,7.9109,7.4284,3.959,3.9621,-0.0168,-0.004,-0.067,77.4,8831,11400,115.9,0.0,22.8,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:44.826,2836553,11288,7.9109,7.4284,3.9596,3.9612,-0.0165,0.0,-0.065,77.4,8831,11400,115.9,0.0,22.8,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:45.326,2837053,11290,7.9109,7.3181,3.9596,3.9612,-0.0712,0.0,-0.283,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,True,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:45.825,2837553,11292,7.9115,7.3181,3.9596,3.9612,-0.0487,-0.0028,-0.193,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:46.323,2838053,11294,7.9115,7.3181,3.9599,3.9612,-0.0512,-0.0031,-0.203,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:46.822,2838553,11296,7.9115,7.8196,3.9599,3.9612,-0.0243,0.0,-0.097,77.4,8831,11400,115.9,0.0,22.8,24.7,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:47.320,2839053,11298,7.9143,7.8196,3.9597,3.9612,-0.0175,-0.0031,-0.07,77.4,8831,11400,115.9,0.0,22.8,24.5,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:47.819,2839553,11300,7.9143,7.8196,3.9597,3.9619,-0.0346,-0.005,-0.137,77.4,8831,11400,115.9,0.0,22.8,24.5,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:48.318,2840053,11302,7.9196,7.7534,3.9597,3.9619,-0.0546,-0.0025,-0.217,77.4,8831,11400,115.9,0.0,22.8,24.6,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:48.817,2840553,11304,7.9196,7.7534,3.9584,3.9619,-0.0693,-0.0043,-0.275,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:49.316,2841053,11306,7.9196,7.7534,3.9584,3.9619,-0.0462,0.0,-0.184,77.4,8831,11400,115.9,0.0,22.8,24.7,discharging,False,True,False,False,False,False,0,0,32770,0,1024,0
2026-08-14T04:03:49.818,2841553,11308,7.9218,7.4678,3.9584,3.9619,-0.02,-0.0043,-0.08,77.4,8831,11400,115.9,0.0,22.8,24.5,idle,False,True,False,False,False,False,0,0,32770,0,1024,0
